"county_fips_character","region","state_name","county_name","Parent_Organization","value","name"
"01013",1013,"alabama","butler","CIGNA","0","alabama,butler"
"01013",1013,"alabama","butler","Health Net, Inc.","0","alabama,butler"
"01013",1013,"alabama","butler","Highmark Health","0","alabama,butler"
"01013",1013,"alabama","butler","Humana Inc.","38.4288747346072","alabama,butler"
"01013",1013,"alabama","butler","Kaiser Foundation Health Plan, Inc.","0","alabama,butler"
"01013",1013,"alabama","butler","UnitedHealth Group, Inc.","0","alabama,butler"
"01013",1013,"alabama","butler","WellCare Health Plans, Inc.","0","alabama,butler"
"01015",1015,"alabama","calhoun","Aetna Inc.","0.608982491753362","alabama,calhoun"
"01015",1015,"alabama","calhoun","Anthem Inc.","0","alabama,calhoun"
"01015",1015,"alabama","calhoun","CIGNA","0.710479573712256","alabama,calhoun"
"01015",1015,"alabama","calhoun","Health Net, Inc.","0","alabama,calhoun"
"01015",1015,"alabama","calhoun","Highmark Health","1.6239533113423","alabama,calhoun"
"01015",1015,"alabama","calhoun","Humana Inc.","23.1920832276072","alabama,calhoun"
"01015",1015,"alabama","calhoun","Kaiser Foundation Health Plan, Inc.","0","alabama,calhoun"
"01015",1015,"alabama","calhoun","UnitedHealth Group, Inc.","1.75082466379092","alabama,calhoun"
"01015",1015,"alabama","calhoun","WellCare Health Plans, Inc.","0","alabama,calhoun"
"01017",1017,"alabama","chambers","Aetna Inc.","0","alabama,chambers"
"01017",1017,"alabama","chambers","Anthem Inc.","0","alabama,chambers"
"01017",1017,"alabama","chambers","CIGNA","0","alabama,chambers"
"01017",1017,"alabama","chambers","Health Net, Inc.","0","alabama,chambers"
"01017",1017,"alabama","chambers","Highmark Health","0","alabama,chambers"
"01017",1017,"alabama","chambers","Humana Inc.","74.5578231292517","alabama,chambers"
"01017",1017,"alabama","chambers","Kaiser Foundation Health Plan, Inc.","0","alabama,chambers"
"01017",1017,"alabama","chambers","UnitedHealth Group, Inc.","3.6734693877551","alabama,chambers"
"01017",1017,"alabama","chambers","WellCare Health Plans, Inc.","0","alabama,chambers"
"01019",1019,"alabama","cherokee","Aetna Inc.","0.750938673341677","alabama,cherokee"
"01019",1019,"alabama","cherokee","Anthem Inc.","0","alabama,cherokee"
"01019",1019,"alabama","cherokee","CIGNA","14.6433041301627","alabama,cherokee"
"01019",1019,"alabama","cherokee","Health Net, Inc.","0","alabama,cherokee"
"01019",1019,"alabama","cherokee","Highmark Health","1.50187734668335","alabama,cherokee"
"01019",1019,"alabama","cherokee","Humana Inc.","36.9837296620776","alabama,cherokee"
"01019",1019,"alabama","cherokee","Kaiser Foundation Health Plan, Inc.","0","alabama,cherokee"
"01019",1019,"alabama","cherokee","UnitedHealth Group, Inc.","8.26032540675845","alabama,cherokee"
"01019",1019,"alabama","cherokee","WellCare Health Plans, Inc.","0","alabama,cherokee"
"01021",1021,"alabama","chilton","Aetna Inc.","0","alabama,chilton"
"01021",1021,"alabama","chilton","Anthem Inc.","0","alabama,chilton"
"01021",1021,"alabama","chilton","CIGNA","36.3034623217923","alabama,chilton"
"01021",1021,"alabama","chilton","Health Net, Inc.","0","alabama,chilton"
"01021",1021,"alabama","chilton","Highmark Health","1.06924643584521","alabama,chilton"
"01021",1021,"alabama","chilton","Humana Inc.","3.30957230142566","alabama,chilton"
"01021",1021,"alabama","chilton","Kaiser Foundation Health Plan, Inc.","0","alabama,chilton"
"01021",1021,"alabama","chilton","UnitedHealth Group, Inc.","23.4725050916497","alabama,chilton"
"01021",1021,"alabama","chilton","WellCare Health Plans, Inc.","0","alabama,chilton"
"01023",1023,"alabama","choctaw","Aetna Inc.","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","Anthem Inc.","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","CIGNA","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","Health Net, Inc.","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","Highmark Health","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","Humana Inc.","87.2274143302181","alabama,choctaw"
"01023",1023,"alabama","choctaw","Kaiser Foundation Health Plan, Inc.","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","UnitedHealth Group, Inc.","0","alabama,choctaw"
"01023",1023,"alabama","choctaw","WellCare Health Plans, Inc.","0","alabama,choctaw"
"01025",1025,"alabama","clarke","Aetna Inc.","0","alabama,clarke"
"01025",1025,"alabama","clarke","Anthem Inc.","0","alabama,clarke"
"01025",1025,"alabama","clarke","CIGNA","0","alabama,clarke"
"01025",1025,"alabama","clarke","Health Net, Inc.","0","alabama,clarke"
"01025",1025,"alabama","clarke","Highmark Health","0","alabama,clarke"
"01025",1025,"alabama","clarke","Humana Inc.","90.7735982966643","alabama,clarke"
"01025",1025,"alabama","clarke","Kaiser Foundation Health Plan, Inc.","0","alabama,clarke"
"01025",1025,"alabama","clarke","UnitedHealth Group, Inc.","0","alabama,clarke"
"01025",1025,"alabama","clarke","WellCare Health Plans, Inc.","0","alabama,clarke"
"01027",1027,"alabama","clay","Aetna Inc.","0","alabama,clay"
"01027",1027,"alabama","clay","Anthem Inc.","0","alabama,clay"
"01027",1027,"alabama","clay","CIGNA","0","alabama,clay"
"01027",1027,"alabama","clay","Health Net, Inc.","0","alabama,clay"
"01027",1027,"alabama","clay","Highmark Health","0","alabama,clay"
"01027",1027,"alabama","clay","Humana Inc.","43.0434782608696","alabama,clay"
"01027",1027,"alabama","clay","Kaiser Foundation Health Plan, Inc.","0","alabama,clay"
"01027",1027,"alabama","clay","UnitedHealth Group, Inc.","4.56521739130435","alabama,clay"
"01027",1027,"alabama","clay","WellCare Health Plans, Inc.","0","alabama,clay"
"01029",1029,"alabama","cleburne","Aetna Inc.","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","Anthem Inc.","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","CIGNA","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","Health Net, Inc.","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","Highmark Health","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","Humana Inc.","57.3333333333333","alabama,cleburne"
"01029",1029,"alabama","cleburne","Kaiser Foundation Health Plan, Inc.","0","alabama,cleburne"
"01029",1029,"alabama","cleburne","UnitedHealth Group, Inc.","13.7777777777778","alabama,cleburne"
"01029",1029,"alabama","cleburne","WellCare Health Plans, Inc.","0","alabama,cleburne"
"01031",1031,"alabama","coffee","Aetna Inc.","0","alabama,coffee"
"01031",1031,"alabama","coffee","Anthem Inc.","0","alabama,coffee"
"01031",1031,"alabama","coffee","CIGNA","0","alabama,coffee"
"01031",1031,"alabama","coffee","Health Net, Inc.","0","alabama,coffee"
"01031",1031,"alabama","coffee","Highmark Health","0","alabama,coffee"
"01031",1031,"alabama","coffee","Humana Inc.","57.6381365113759","alabama,coffee"
"01031",1031,"alabama","coffee","Kaiser Foundation Health Plan, Inc.","0","alabama,coffee"
"01031",1031,"alabama","coffee","UnitedHealth Group, Inc.","1.73347778981582","alabama,coffee"
"01031",1031,"alabama","coffee","WellCare Health Plans, Inc.","0","alabama,coffee"
"01033",1033,"alabama","colbert","Aetna Inc.","0","alabama,colbert"
"01033",1033,"alabama","colbert","Anthem Inc.","0","alabama,colbert"
"01033",1033,"alabama","colbert","CIGNA","30.0345224395857","alabama,colbert"
"01033",1033,"alabama","colbert","Health Net, Inc.","0","alabama,colbert"
"01033",1033,"alabama","colbert","Highmark Health","0","alabama,colbert"
"01033",1033,"alabama","colbert","Humana Inc.","40.8515535097814","alabama,colbert"
"01033",1033,"alabama","colbert","Kaiser Foundation Health Plan, Inc.","0","alabama,colbert"
"01033",1033,"alabama","colbert","UnitedHealth Group, Inc.","3.22209436133487","alabama,colbert"
"01033",1033,"alabama","colbert","WellCare Health Plans, Inc.","0","alabama,colbert"
"01035",1035,"alabama","conecuh","Aetna Inc.","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","Anthem Inc.","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","CIGNA","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","Health Net, Inc.","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","Highmark Health","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","Humana Inc.","63.1436314363144","alabama,conecuh"
"01035",1035,"alabama","conecuh","Kaiser Foundation Health Plan, Inc.","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","UnitedHealth Group, Inc.","0","alabama,conecuh"
"01035",1035,"alabama","conecuh","WellCare Health Plans, Inc.","0","alabama,conecuh"
"01037",1037,"alabama","coosa","Aetna Inc.","0","alabama,coosa"
"01037",1037,"alabama","coosa","Anthem Inc.","0","alabama,coosa"
"01037",1037,"alabama","coosa","CIGNA","3.48837209302326","alabama,coosa"
"01037",1037,"alabama","coosa","Health Net, Inc.","0","alabama,coosa"
"01037",1037,"alabama","coosa","Highmark Health","0","alabama,coosa"
"01037",1037,"alabama","coosa","Humana Inc.","38.3720930232558","alabama,coosa"
"01037",1037,"alabama","coosa","Kaiser Foundation Health Plan, Inc.","0","alabama,coosa"
"01037",1037,"alabama","coosa","UnitedHealth Group, Inc.","0","alabama,coosa"
"01037",1037,"alabama","coosa","WellCare Health Plans, Inc.","0","alabama,coosa"
"01039",1039,"alabama","covington","Aetna Inc.","0","alabama,covington"
"01039",1039,"alabama","covington","Anthem Inc.","0","alabama,covington"
"01039",1039,"alabama","covington","CIGNA","0","alabama,covington"
"01039",1039,"alabama","covington","Health Net, Inc.","0","alabama,covington"
"01039",1039,"alabama","covington","Highmark Health","0","alabama,covington"
"01039",1039,"alabama","covington","Humana Inc.","52.5872442839952","alabama,covington"
"01039",1039,"alabama","covington","Kaiser Foundation Health Plan, Inc.","0","alabama,covington"
"01039",1039,"alabama","covington","UnitedHealth Group, Inc.","3.24909747292419","alabama,covington"
"01039",1039,"alabama","covington","WellCare Health Plans, Inc.","0","alabama,covington"
"01041",1041,"alabama","crenshaw","Aetna Inc.","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","Anthem Inc.","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","CIGNA","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","Health Net, Inc.","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","Highmark Health","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","Humana Inc.","16.2824207492795","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","Kaiser Foundation Health Plan, Inc.","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","UnitedHealth Group, Inc.","0","alabama,crenshaw"
"01041",1041,"alabama","crenshaw","WellCare Health Plans, Inc.","0","alabama,crenshaw"
"01043",1043,"alabama","cullman","Aetna Inc.","0.255279647249942","alabama,cullman"
"01043",1043,"alabama","cullman","Anthem Inc.","0","alabama,cullman"
"01043",1043,"alabama","cullman","CIGNA","45.811093061035","alabama,cullman"
"01043",1043,"alabama","cullman","Health Net, Inc.","0","alabama,cullman"
"01043",1043,"alabama","cullman","Highmark Health","1.94940821536319","alabama,cullman"
"01043",1043,"alabama","cullman","Humana Inc.","9.02761661638431","alabama,cullman"
"01043",1043,"alabama","cullman","Kaiser Foundation Health Plan, Inc.","0","alabama,cullman"
"01043",1043,"alabama","cullman","UnitedHealth Group, Inc.","1.22998375493154","alabama,cullman"
"01043",1043,"alabama","cullman","WellCare Health Plans, Inc.","0","alabama,cullman"
"01045",1045,"alabama","dale","Aetna Inc.","0","alabama,dale"
"01045",1045,"alabama","dale","Anthem Inc.","0","alabama,dale"
"01045",1045,"alabama","dale","CIGNA","0","alabama,dale"
"01045",1045,"alabama","dale","Health Net, Inc.","0","alabama,dale"
"01045",1045,"alabama","dale","Highmark Health","0","alabama,dale"
"01045",1045,"alabama","dale","Humana Inc.","67.1039354187689","alabama,dale"
"01045",1045,"alabama","dale","Kaiser Foundation Health Plan, Inc.","0","alabama,dale"
"01045",1045,"alabama","dale","UnitedHealth Group, Inc.","1.71543895055499","alabama,dale"
"01045",1045,"alabama","dale","WellCare Health Plans, Inc.","0","alabama,dale"
"01047",1047,"alabama","dallas","Aetna Inc.","0","alabama,dallas"
"01047",1047,"alabama","dallas","Anthem Inc.","0","alabama,dallas"
"01047",1047,"alabama","dallas","CIGNA","73.2191163210099","alabama,dallas"
"01047",1047,"alabama","dallas","Health Net, Inc.","0","alabama,dallas"
"01047",1047,"alabama","dallas","Highmark Health","0","alabama,dallas"
"01047",1047,"alabama","dallas","Humana Inc.","10.2344454463481","alabama,dallas"
"01047",1047,"alabama","dallas","Kaiser Foundation Health Plan, Inc.","0","alabama,dallas"
"01047",1047,"alabama","dallas","UnitedHealth Group, Inc.","0","alabama,dallas"
"01047",1047,"alabama","dallas","WellCare Health Plans, Inc.","0","alabama,dallas"
"01049",1049,"alabama","dekalb","Aetna Inc.","0.474576271186441","alabama,dekalb"
"01049",1049,"alabama","dekalb","Anthem Inc.","0","alabama,dekalb"
"01049",1049,"alabama","dekalb","CIGNA","40.0677966101695","alabama,dekalb"
"01049",1049,"alabama","dekalb","Health Net, Inc.","0","alabama,dekalb"
"01049",1049,"alabama","dekalb","Highmark Health","1.05084745762712","alabama,dekalb"
"01049",1049,"alabama","dekalb","Humana Inc.","22.8135593220339","alabama,dekalb"
"01049",1049,"alabama","dekalb","Kaiser Foundation Health Plan, Inc.","0","alabama,dekalb"
"01049",1049,"alabama","dekalb","UnitedHealth Group, Inc.","1.96610169491525","alabama,dekalb"
"01049",1049,"alabama","dekalb","WellCare Health Plans, Inc.","0","alabama,dekalb"
"01051",1051,"alabama","elmore","Aetna Inc.","0.345542501727713","alabama,elmore"
"01051",1051,"alabama","elmore","Anthem Inc.","0","alabama,elmore"
"01051",1051,"alabama","elmore","CIGNA","21.147201105736","alabama,elmore"
"01051",1051,"alabama","elmore","Health Net, Inc.","0","alabama,elmore"
"01051",1051,"alabama","elmore","Highmark Health","0","alabama,elmore"
"01051",1051,"alabama","elmore","Humana Inc.","8.63856254319281","alabama,elmore"
"01051",1051,"alabama","elmore","Kaiser Foundation Health Plan, Inc.","0","alabama,elmore"
"01051",1051,"alabama","elmore","UnitedHealth Group, Inc.","27.7585809721262","alabama,elmore"
"01051",1051,"alabama","elmore","WellCare Health Plans, Inc.","0","alabama,elmore"
"01053",1053,"alabama","escambia","Aetna Inc.","0","alabama,escambia"
"01053",1053,"alabama","escambia","Anthem Inc.","0","alabama,escambia"
"01053",1053,"alabama","escambia","CIGNA","0","alabama,escambia"
"01053",1053,"alabama","escambia","Health Net, Inc.","0","alabama,escambia"
"01053",1053,"alabama","escambia","Highmark Health","0","alabama,escambia"
"01053",1053,"alabama","escambia","Humana Inc.","80.5283018867924","alabama,escambia"
"01053",1053,"alabama","escambia","Kaiser Foundation Health Plan, Inc.","0","alabama,escambia"
"01053",1053,"alabama","escambia","UnitedHealth Group, Inc.","1.88679245283019","alabama,escambia"
"01053",1053,"alabama","escambia","WellCare Health Plans, Inc.","0","alabama,escambia"
"01055",1055,"alabama","etowah","Aetna Inc.","0.193866760662672","alabama,etowah"
"01055",1055,"alabama","etowah","Anthem Inc.","0","alabama,etowah"
"01055",1055,"alabama","etowah","CIGNA","30.1198449065915","alabama,etowah"
"01055",1055,"alabama","etowah","Health Net, Inc.","0","alabama,etowah"
"01055",1055,"alabama","etowah","Highmark Health","9.72858653507226","alabama,etowah"
"01055",1055,"alabama","etowah","Humana Inc.","13.8702855128657","alabama,etowah"
"01055",1055,"alabama","etowah","Kaiser Foundation Health Plan, Inc.","0","alabama,etowah"
"01055",1055,"alabama","etowah","UnitedHealth Group, Inc.","1.16320056397603","alabama,etowah"
"01055",1055,"alabama","etowah","WellCare Health Plans, Inc.","0","alabama,etowah"
"01057",1057,"alabama","fayette","Aetna Inc.","0","alabama,fayette"
"01057",1057,"alabama","fayette","Anthem Inc.","0","alabama,fayette"
"01057",1057,"alabama","fayette","CIGNA","0","alabama,fayette"
"01057",1057,"alabama","fayette","Health Net, Inc.","0","alabama,fayette"
"01057",1057,"alabama","fayette","Highmark Health","0","alabama,fayette"
"01057",1057,"alabama","fayette","Humana Inc.","54.5293072824156","alabama,fayette"
"01057",1057,"alabama","fayette","Kaiser Foundation Health Plan, Inc.","0","alabama,fayette"
"01057",1057,"alabama","fayette","UnitedHealth Group, Inc.","3.90763765541741","alabama,fayette"
"01057",1057,"alabama","fayette","WellCare Health Plans, Inc.","0","alabama,fayette"
"01059",1059,"alabama","franklin","Aetna Inc.","0","alabama,franklin"
"01059",1059,"alabama","franklin","Anthem Inc.","0","alabama,franklin"
"01059",1059,"alabama","franklin","CIGNA","0","alabama,franklin"
"01059",1059,"alabama","franklin","Health Net, Inc.","0","alabama,franklin"
"01059",1059,"alabama","franklin","Highmark Health","0","alabama,franklin"
"01059",1059,"alabama","franklin","Humana Inc.","49.812030075188","alabama,franklin"
"01059",1059,"alabama","franklin","Kaiser Foundation Health Plan, Inc.","0","alabama,franklin"
"01059",1059,"alabama","franklin","UnitedHealth Group, Inc.","3.19548872180451","alabama,franklin"
"01059",1059,"alabama","franklin","WellCare Health Plans, Inc.","0","alabama,franklin"
"01061",1061,"alabama","geneva","Aetna Inc.","0","alabama,geneva"
"01061",1061,"alabama","geneva","Anthem Inc.","0","alabama,geneva"
"01061",1061,"alabama","geneva","CIGNA","0","alabama,geneva"
"01061",1061,"alabama","geneva","Health Net, Inc.","0","alabama,geneva"
"01061",1061,"alabama","geneva","Highmark Health","0","alabama,geneva"
"01061",1061,"alabama","geneva","Humana Inc.","58.1430745814307","alabama,geneva"
"01061",1061,"alabama","geneva","Kaiser Foundation Health Plan, Inc.","0","alabama,geneva"
"01061",1061,"alabama","geneva","UnitedHealth Group, Inc.","0","alabama,geneva"
"01061",1061,"alabama","geneva","WellCare Health Plans, Inc.","0","alabama,geneva"
"01063",1063,"alabama","greene","Aetna Inc.","0","alabama,greene"
"01063",1063,"alabama","greene","Anthem Inc.","0","alabama,greene"
"01063",1063,"alabama","greene","CIGNA","0","alabama,greene"
"01063",1063,"alabama","greene","Health Net, Inc.","0","alabama,greene"
"01063",1063,"alabama","greene","Highmark Health","0","alabama,greene"
"01063",1063,"alabama","greene","Humana Inc.","58.7412587412587","alabama,greene"
"01063",1063,"alabama","greene","Kaiser Foundation Health Plan, Inc.","0","alabama,greene"
"01063",1063,"alabama","greene","UnitedHealth Group, Inc.","0","alabama,greene"
"01063",1063,"alabama","greene","WellCare Health Plans, Inc.","0","alabama,greene"
"01065",1065,"alabama","hale","Aetna Inc.","0","alabama,hale"
"01065",1065,"alabama","hale","Anthem Inc.","0","alabama,hale"
"01065",1065,"alabama","hale","CIGNA","0","alabama,hale"
"01065",1065,"alabama","hale","Health Net, Inc.","0","alabama,hale"
"01065",1065,"alabama","hale","Highmark Health","0","alabama,hale"
"01065",1065,"alabama","hale","Humana Inc.","92.6940639269406","alabama,hale"
"01065",1065,"alabama","hale","Kaiser Foundation Health Plan, Inc.","0","alabama,hale"
"01065",1065,"alabama","hale","UnitedHealth Group, Inc.","0","alabama,hale"
"01065",1065,"alabama","hale","WellCare Health Plans, Inc.","0","alabama,hale"
"01067",1067,"alabama","henry","Aetna Inc.","9.78494623655914","alabama,henry"
"01067",1067,"alabama","henry","Anthem Inc.","0","alabama,henry"
"01067",1067,"alabama","henry","CIGNA","0","alabama,henry"
"01067",1067,"alabama","henry","Health Net, Inc.","0","alabama,henry"
"01067",1067,"alabama","henry","Highmark Health","0","alabama,henry"
"01067",1067,"alabama","henry","Humana Inc.","68.8172043010753","alabama,henry"
"01067",1067,"alabama","henry","Kaiser Foundation Health Plan, Inc.","0","alabama,henry"
"01067",1067,"alabama","henry","UnitedHealth Group, Inc.","3.01075268817204","alabama,henry"
"01067",1067,"alabama","henry","WellCare Health Plans, Inc.","0","alabama,henry"
"01069",1069,"alabama","houston","Aetna Inc.","10.777709736681","alabama,houston"
"01069",1069,"alabama","houston","Anthem Inc.","0","alabama,houston"
"01069",1069,"alabama","houston","CIGNA","0","alabama,houston"
"01069",1069,"alabama","houston","Health Net, Inc.","0","alabama,houston"
"01069",1069,"alabama","houston","Highmark Health","0","alabama,houston"
"01069",1069,"alabama","houston","Humana Inc.","58.1751377832211","alabama,houston"
"01069",1069,"alabama","houston","Kaiser Foundation Health Plan, Inc.","0","alabama,houston"
"01069",1069,"alabama","houston","UnitedHealth Group, Inc.","4.04164115125536","alabama,houston"
"01069",1069,"alabama","houston","WellCare Health Plans, Inc.","0","alabama,houston"
"01071",1071,"alabama","jackson","Aetna Inc.","0","alabama,jackson"
"01071",1071,"alabama","jackson","Anthem Inc.","0","alabama,jackson"
"01071",1071,"alabama","jackson","CIGNA","34.8129675810474","alabama,jackson"
"01071",1071,"alabama","jackson","Health Net, Inc.","0","alabama,jackson"
"01071",1071,"alabama","jackson","Highmark Health","1.04738154613466","alabama,jackson"
"01071",1071,"alabama","jackson","Humana Inc.","28.7281795511222","alabama,jackson"
"01071",1071,"alabama","jackson","Kaiser Foundation Health Plan, Inc.","0","alabama,jackson"
"01071",1071,"alabama","jackson","UnitedHealth Group, Inc.","3.14214463840399","alabama,jackson"
"01071",1071,"alabama","jackson","WellCare Health Plans, Inc.","0","alabama,jackson"
"01073",1073,"alabama","jefferson","Aetna Inc.","0.166239920510567","alabama,jefferson"
"01073",1073,"alabama","jefferson","Anthem Inc.","0","alabama,jefferson"
"01073",1073,"alabama","jefferson","CIGNA","17.4742996904498","alabama,jefferson"
"01073",1073,"alabama","jefferson","Health Net, Inc.","0","alabama,jefferson"
"01073",1073,"alabama","jefferson","Highmark Health","4.10822792066343","alabama,jefferson"
"01073",1073,"alabama","jefferson","Humana Inc.","3.42989261283296","alabama,jefferson"
"01073",1073,"alabama","jefferson","Kaiser Foundation Health Plan, Inc.","0","alabama,jefferson"
"01073",1073,"alabama","jefferson","UnitedHealth Group, Inc.","15.4641342148508","alabama,jefferson"
"01073",1073,"alabama","jefferson","WellCare Health Plans, Inc.","0","alabama,jefferson"
"01075",1075,"alabama","lamar","Aetna Inc.","0","alabama,lamar"
"01075",1075,"alabama","lamar","Anthem Inc.","0","alabama,lamar"
"01075",1075,"alabama","lamar","CIGNA","0","alabama,lamar"
"01075",1075,"alabama","lamar","Health Net, Inc.","0","alabama,lamar"
"01075",1075,"alabama","lamar","Highmark Health","0","alabama,lamar"
"01075",1075,"alabama","lamar","Humana Inc.","65.7587548638132","alabama,lamar"
"01075",1075,"alabama","lamar","Kaiser Foundation Health Plan, Inc.","0","alabama,lamar"
"01075",1075,"alabama","lamar","UnitedHealth Group, Inc.","0","alabama,lamar"
"01075",1075,"alabama","lamar","WellCare Health Plans, Inc.","0","alabama,lamar"
"01077",1077,"alabama","lauderdale","Aetna Inc.","1.05531295487627","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","Anthem Inc.","0","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","CIGNA","24.4177583697234","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","Health Net, Inc.","0","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","Highmark Health","0","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","Humana Inc.","40.8660844250364","alabama,lauderdale"
"01077",1077,"alabama","lauderdale","Kaiser Foundation Health Plan, Inc.","0","alabama,lauderdale"
